efSearch,search_time,accuracy
10,0.000606536865234375,0.8
10,0.0005307197570800781,1.0
10,0.00054931640625,0.8
10,0.0005619525909423828,1.0
10,0.0006916522979736328,1.0
10,0.0009610652923583984,0.8
10,0.0008323192596435547,0.0
10,0.00054168701171875,1.0
10,0.0006318092346191406,1.0
10,0.0007460117340087891,1.0
10,0.0006091594696044922,1.0
10,0.0005576610565185547,1.0
